Co_Ref,Prospect_Renewal_Date,days_to_renewal,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Analysed_Call,Call_Year,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score
OL7738,2025-09-28,4.0,2025-09-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
LO4727,2025-07-01,14.0,2025-06-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
QH5664,2025-10-19,6.0,2025-10-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
RJ9782,2025-08-02,4.0,2025-07-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
KD8712,2025-10-02,6.0,2025-09-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QJ5014,2025-07-30,8.0,2025-07-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
MU6760,2025-12-01,13.0,2025-11-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
TP8154,2025-12-12,3.0,2025-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
UN3952,2025-07-06,10.0,2025-06-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
VS3852,2025-02-22,2.0,2025-02-20,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
GJ7925,2025-03-05,13.0,2025-02-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CV6226,2024-11-23,10.0,2024-11-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,85.0,85.0
EQ2869,2024-11-28,0.0,2024-11-28,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,50.0,85.0
EJ3739,2024-11-26,7.0,2024-11-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,50.0,85.0
QL9277,2024-11-26,14.0,2024-11-12,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,50.0,85.0
JN8182,2024-11-25,10.0,2024-11-15,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,85.0,85.0
OV7929,2025-03-21,3.0,2025-03-18,OUT_BOUND,Standard,Yes,Yes,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
XB3702,2025-07-18,7.0,2025-07-11,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,90.0,90.0,90.0
FF5723,2024-12-12,3.0,2024-12-09,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,70.0,60.0,60.0
EV9158,2025-06-02,6.0,2025-05-27,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
RO9432,2025-11-23,9.0,2025-11-14,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
OQ4024,2025-05-15,3.0,2025-05-12,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,Yes,Yes,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
WR3444,2025-03-24,3.0,2025-03-21,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
CA3484,2025-07-18,3.0,2025-07-15,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
NJ7432,2024-11-02,12.0,2024-10-21,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,True,False,False,False,False,1,2024,Neutral,50.0,80.0,70.0,70.0
AZ2509,2024-11-15,1.0,2024-11-14,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,75.0,75.0
GZ0053,2025-10-20,10.0,2025-10-10,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QH6381,2025-11-13,3.0,2025-11-10,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
RH0199,2025-12-10,0.0,2025-12-10,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,60.0,60.0,85.0
NA7214,2025-09-16,8.0,2025-09-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
OG5810,2025-09-05,3.0,2025-09-02,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CP3039,2025-09-18,10.0,2025-09-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QT3367,2025-10-10,3.0,2025-10-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
OQ1841,2025-11-25,5.0,2025-11-20,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
HP0542,2025-09-23,14.0,2025-09-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WX4644,2025-08-05,13.0,2025-07-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
BX2589,2025-11-11,5.0,2025-11-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ZP2192,2025-10-20,6.0,2025-10-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PR8976,2025-10-17,4.0,2025-10-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
DV1354,2025-12-03,9.0,2025-11-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
OH7273,2025-08-20,9.0,2025-08-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WA5777,2025-09-22,5.0,2025-09-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
XR0584,2025-06-12,9.0,2025-06-03,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WG6764,2025-02-10,5.0,2025-02-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ZH4335,2025-02-12,2.0,2025-02-10,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
JJ5038,2025-12-21,12.0,2025-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WZ3783,2025-12-23,11.0,2025-12-12,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
EQ9322,2025-11-11,14.0,2025-10-28,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
HR6951,2025-12-21,3.0,2025-12-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
XU3638,2025-11-11,11.0,2025-10-31,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
CZ6378,2025-04-15,4.0,2025-04-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
FV1542,2025-01-23,6.0,2025-01-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CR2398,2025-01-18,12.0,2025-01-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WE4193,2025-11-27,9.0,2025-11-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
VI1279,2025-12-03,13.0,2025-11-20,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
GY1794,2025-09-28,2.0,2025-09-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
KQ8549,2025-09-22,10.0,2025-09-12,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
GV5637,2024-11-16,2.0,2024-11-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,85.0
JY2978,2024-11-29,10.0,2024-11-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,85.0,85.0
HD1683,2024-12-19,7.0,2024-12-12,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,50.0,85.0,85.0
JC3683,2026-01-09,4.0,2026-01-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2026,Neutral,50.0,50.0,85.0,85.0
AL7110,2024-12-01,5.0,2024-11-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,85.0
TP1905,2025-02-05,13.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
JS3085,2025-10-31,9.0,2025-10-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,85.0
FD4331,2025-06-24,6.0,2025-06-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
IC5317,2025-11-11,12.0,2025-10-30,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
UP4657,2025-07-01,14.0,2025-06-17,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
RO9432,2025-11-23,9.0,2025-11-14,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,Yes,No,No,No,No,No,True,True,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
JB1513,2025-11-23,6.0,2025-11-17,IN_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Neutral,50.0,60.0,55.0,50.0
DH8033,2025-02-20,2.0,2025-02-18,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,False,False,No,Yes,Yes,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,65.0,85.0
TP1905,2025-02-05,13.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
BY6069,2025-11-09,3.0,2025-11-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
VE4763,2025-09-01,13.0,2025-08-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
TT7155,2025-12-13,11.0,2025-12-02,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
VZ9815,2025-09-20,4.0,2025-09-16,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CP3150,2025-08-21,13.0,2025-08-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
MP9493,2025-12-18,1.0,2025-12-17,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
NP8411,2025-09-27,9.0,2025-09-18,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
VE4763,2025-09-01,5.0,2025-08-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
RJ9782,2025-08-02,4.0,2025-07-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
SW1217,2025-02-15,11.0,2025-02-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
PR8976,2025-10-17,0.0,2025-10-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
DJ5218,2025-10-10,4.0,2025-10-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
GX9239,2025-06-27,0.0,2025-06-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PQ0298,2025-03-13,0.0,2025-03-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PL0151,2025-06-05,0.0,2025-06-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
YU2006,2025-06-22,5.0,2025-06-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
DZ5569,2025-10-06,12.0,2025-09-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
XU4997,2025-10-12,3.0,2025-10-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
OU0951,2025-08-02,8.0,2025-07-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
OQ8926,2025-08-08,11.0,2025-07-28,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
VN0037,2025-01-17,4.0,2025-01-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
XP0967,2025-02-28,3.0,2025-02-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
YV0551,2025-04-24,9.0,2025-04-15,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
FN1212,2025-02-21,10.0,2025-02-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
AK7417,2025-03-28,11.0,2025-03-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
MP4273,2025-11-12,8.0,2025-11-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
AG3828,2025-06-28,8.0,2025-06-20,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
LM2110,2025-12-14,2.0,2025-12-12,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,85.0
JL2346,2025-10-03,3.0,2025-09-30,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
WX5660,2025-07-09,7.0,2025-07-02,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
CU4993,2025-02-25,8.0,2025-02-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
NK0826,2025-07-13,5.0,2025-07-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ON9900,2025-02-03,11.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
BT0249,2025-01-22,0.0,2025-01-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
AH2284,2025-05-22,3.0,2025-05-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
EO4614,2025-03-27,13.0,2025-03-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ON1441,2025-03-19,13.0,2025-03-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
HW2167,2025-05-31,10.0,2025-05-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
NT9587,2025-06-28,5.0,2025-06-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
XO2827,2025-06-01,13.0,2025-05-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
RF5974,2025-10-31,4.0,2025-10-27,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
VN5037,2025-06-14,10.0,2025-06-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,85.0,85.0
DY6218,2025-06-16,5.0,2025-06-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
QT3080,2025-06-21,10.0,2025-06-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
DP2060,2025-11-29,11.0,2025-11-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
PT2686,2025-06-21,10.0,2025-06-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
RC4650,2025-06-10,0.0,2025-06-10,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
ST8966,2025-02-14,11.0,2025-02-03,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
KE9689,2025-08-13,6.0,2025-08-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
UO2473,2025-06-28,9.0,2025-06-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
EO7643,2025-06-30,11.0,2025-06-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
EG2053,2025-07-08,4.0,2025-07-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,50.0,85.0
HQ0834,2025-08-22,9.0,2025-08-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
